no,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
29378,38, Private,0, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba,0
29379,44, Private,0, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,0
29380,55, Self-emp-inc,1, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States,1
29381,25, Private,0, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, United-States,0
29382,52, Private,0, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,1
29383,39, Private,0, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
29384,49, Private,0, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
29385,31, Private,0, 9th,5, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States,0
29386,31, Private,0, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,0
29387,33, Private,0, HS-grad,9, Separated, Adm-clerical, Not-in-family, Other, Male,0,0,37, United-States,0
29388,27, Private,0, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
29389,26, Self-emp-not-inc,0, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States,0
29390,36, Private,0, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, ?,1
29391,40, Private,0, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,1
29392,61, Private,0, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
29393,23, Private,0, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, United-States,0
29394,62, Self-emp-not-inc,1, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States,1
29395,22, Federal-gov,0, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,0
29396,36, Private,0, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
29397,80, Private,0, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,24, United-States,0
29398,27, Private,0, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Italy,0
29399,36, Private,0, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, United-States,0
29400,19, Private,0, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States,0
29401,26, Private,0, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,16, United-States,0
29402,18, Private,0, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States,0
29403,21, ?,0, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,50, United-States,0
29404,35, ?,0, 9th,5, Divorced, ?, Own-child, Amer-Indian-Eskimo, Male,0,0,38, United-States,1
29405,29, Private,1, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,7298,0,42, United-States,1
29406,28, Self-emp-not-inc,0, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Hungary,1
29407,18, Private,0, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,22, United-States,0
29408,42, Private,0, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
29409,68, State-gov,0, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,5, United-States,1
29410,22, Private,1, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,1719,30, United-States,0
29411,30, Private,0, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, ?,0
29412,42, Private,1, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,14084,0,36, United-States,1
29413,51, Self-emp-not-inc,0, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3137,0,60, United-States,0
29414,59, Federal-gov,0, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States,0
29415,30, Private,0, Some-college,10, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States,0
29416,26, Private,1, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States,1
29417,17, Private,0, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
29418,48, Private,0, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0
29419,38, Federal-gov,0, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
29420,21, Private,1, Some-college,10, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,1974,40, United-States,0
29421,34, Local-gov,0, Assoc-voc,11, Divorced, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States,1
29422,29, Private,0, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0
29423,20, Private,0, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States,0
29424,47, Private,0, 5th-6th,3, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Jamaica,0
29425,33, Private,0, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
29426,48, Local-gov,0, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
29427,30, Private,0, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
29428,28, Private,0, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States,1
29429,29, Without-pay,0, Some-college,10, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,65, United-States,1
29430,31, Private,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States,1
29431,28, ?,0, Bachelors,13, Never-married, ?, Own-child, Black, Female,0,0,40, Germany,0
29432,29, Private,0, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
29433,28, Private,0, Assoc-voc,11, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States,0
29434,32, Self-emp-not-inc,0, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
29435,53, Private,0, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,0
29436,36, Private,0, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
29437,66, ?,0, Assoc-voc,11, Widowed, ?, Not-in-family, White, Female,2964,0,30, United-States,0
29438,63, Private,0, HS-grad,9, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,0
29439,26, ?,0, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,40, United-States,0
29440,43, Private,0, 12th,8, Married-spouse-absent, Sales, Unmarried, White, Female,0,0,25, ?,0
29441,35, Private,0, Some-college,10, Separated, Exec-managerial, Own-child, Black, Female,0,0,40, United-States,0
29442,24, Private,0, 11th,7, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,0
29443,44, Self-emp-not-inc,0, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,84, United-States,0
29444,30, Private,0, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States,0
29445,79, ?,0, Assoc-acdm,12, Married-civ-spouse, ?, Wife, White, Female,0,0,2, United-States,1
29446,32, Private,0, Some-college,10, Separated, Other-service, Unmarried, Other, Female,0,0,70, United-States,0
29447,62, ?,0, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0
29448,23, Private,0, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
29449,19, Private,0, 11th,7, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States,0
29450,19, Private,0, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,0
29451,54, Private,0, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
29452,65, Private,0, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,2993,0,40, United-States,0
29453,41, Local-gov,0, Some-college,10, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States,0
29454,27, Private,0, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
29455,26, Private,0, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,24, United-States,0
29456,29, Local-gov,0, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0
29457,29, Private,0, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States,1
29458,42, Private,0, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States,0
29459,19, ?,0, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,10, United-States,0
29460,41, State-gov,0, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
29461,42, Private,0, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0
29462,34, Private,0, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,1
29463,35, Private,0, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,20, United-States,0
29464,41, Private,0, 5th-6th,3, Divorced, Other-service, Unmarried, White, Female,0,0,40, Puerto-Rico,0
29465,25, Private,0, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,56, United-States,0
29466,22, Private,0, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,0
29467,44, Private,0, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1
29468,19, Private,0, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States,0
29469,47, Self-emp-not-inc,0, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,1
29470,25, Private,0, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico,0
29471,20, Private,0, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
29472,66, ?,0, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0
29473,35, State-gov,0, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,40, United-States,0
29474,20, Private,0, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
29475,62, Private,0, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States,0
29476,54, Private,1, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,40, England,1
29477,49, ?,0, HS-grad,9, Separated, ?, Unmarried, White, Female,0,0,40, Columbia,0
29478,41, Private,0, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
29479,38, Self-emp-not-inc,0, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, ?,0
29480,66, ?,0, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,32, United-States,1
29481,18, Private,0, 11th,7, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,55, United-States,0
29482,36, Private,0, HS-grad,9, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States,0
29483,37, Self-emp-inc,0, 10th,6, Never-married, Transport-moving, Not-in-family, White, Male,0,2559,50, United-States,1
29484,46, Private,0, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
29485,35, Private,0, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico,0
29486,50, Self-emp-not-inc,1, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,7688,0,40, United-States,1
29487,44, Local-gov,0, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
29488,18, Private,0, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
29489,59, State-gov,0, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
29490,36, Private,0, 7th-8th,4, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female,2977,0,40, Puerto-Rico,0
29491,24, Private,0, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States,0
29492,22, Private,0, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,70, United-States,0
29493,29, Private,0, 9th,5, Never-married, Priv-house-serv, Unmarried, White, Female,0,0,24, El-Salvador,0
29494,23, Private,0, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States,0
29495,22, Private,0, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States,0
29496,43, Private,0, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,4650,0,40, United-States,0
29497,42, State-gov,0, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
29498,21, Private,0, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,18, United-States,0
29499,40, Private,0, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, China,1
29500,45, Private,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States,1
29501,36, State-gov,1, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, United-States,1
29502,22, Private,0, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States,0
29503,58, Self-emp-not-inc,0, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,30, United-States,1
29504,51, Federal-gov,0, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,70, ?,1
29505,35, Private,0, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
29506,53, Private,0, 11th,7, Divorced, Other-service, Not-in-family, White, Female,0,0,37, United-States,0
29507,28, Private,0, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3411,0,40, United-States,1
29508,29, Private,0, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,40, Nicaragua,0
29509,19, Private,0, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,30, United-States,0
29510,19, Self-emp-inc,0, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0
29511,25, Private,0, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,43, United-States,0
29512,42, Private,0, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,0
29513,20, ?,0, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,30, United-States,0
29514,41, Private,0, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,0
29515,45, Private,0, Some-college,10, Divorced, Sales, Own-child, White, Male,0,0,45, United-States,0
29516,27, Private,0, 12th,8, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States,0
29517,31, Private,0, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States,1
29518,54, Private,1, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2051,50, United-States,0
29519,35, Private,0, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
29520,33, Private,0, Bachelors,13, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,45, United-States,1
29521,46, Private,1, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,8614,0,50, United-States,1
29522,64, Self-emp-inc,0, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2635,0,10, United-States,1
29523,58, Private,0, 7th-8th,4, Separated, Other-service, Not-in-family, White, Female,0,0,24, United-States,0
29524,35, Private,0, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
29525,18, ?,0, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, Puerto-Rico,0
29526,21, Private,0, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States,0
29527,40, Self-emp-inc,0, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
29528,33, Private,1, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,7298,0,50, United-States,1
29529,21, Private,0, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male,3908,0,40, United-States,0
29530,58, Private,0, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,36, United-States,0
29531,43, Private,0, 5th-6th,3, Separated, Craft-repair, Not-in-family, Other, Male,0,0,40, Mexico,1
29532,36, Private,0, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
29533,19, State-gov,0, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, United-States,0
29534,28, Private,0, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, ?,1
29535,28, Private,0, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
29536,35, Private,0, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
29537,61, Self-emp-not-inc,0, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
29538,26, Private,0, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States,1
29539,48, Self-emp-not-inc,0, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,0
29540,53, Self-emp-not-inc,0, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Female,0,0,70, United-States,1
29541,32, Private,0, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States,0
29542,39, Private,0, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States,0
29543,62, State-gov,0, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
29544,47, State-gov,0, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1
29545,41, Private,1, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States,1
29546,30, ?,0, Bachelors,13, Married-civ-spouse, ?, Wife, Other, Female,0,0,40, Taiwan,1
29547,28, Private,0, 5th-6th,3, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Mexico,0
29548,18, Private,0, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States,0
29549,44, Private,0, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
29550,34, Local-gov,0, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
29551,35, Private,0, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
29552,34, Private,0, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
